,OEM anon,Model anon,Input type,Fuel type,Sales,Vehicle body,Gear box type,Engine max power,Engine n cylinders,Engine capacity [cm3],Engine is turbo,Curb_vehicle_mass [kg],Vehicle width [m],Vehicle height [m],Tyre code,N gears,Drive battery capacity [Ah],Drive battery nominal voltage [V],Electric motor power [kW],Electric motor torque [Nm],Initial drive battery state of charge [%],Engine speed at max power [%],is_plugin,is_hybrid,is_electric,pycsis_run,Vehicle mass (WLTP) [kg],wltp|f0 [N],wltp|f1 [N/(km/h)],wltp|f2 [N/(km/h)2],Vehicle mass (real-world) [kg],rw|f0 [N],rw|f1 [N/(km/h)],rw|f2 [N/(km/h)2],Declared average CO2 emissions value (OEM) [g/km],Electric range (OEM) [km],Declared electric consumption value (OEM) [Wh/km],Declared CO2 emissions value (Simulated) [g/km],Declared electric consumption value (Simulated) [Wh/km],Annual average distance [km],Real-world CO2 emissions value (Simulated) [g/km],Real-world electric consumption value (Simulated) [Wh/km],Real-world annual gap
0,OEM_9,Model_3,Pure ICE,gasoline,155332,hatchback,manual,82.027,3,1199,1,1060,1.749,1.474,205/50r17,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1288.159,99.47535353,0.621676625,0.030146992,1326.425488,102.4304021,0.615513463,0.030810807,124.8438955,,,130.5227987,,9138,158.5079426,,1.21440809
1,OEM_1,Model_4,Pure ICE,gasoline,133110,suv/crossover,automatic,111.855,4,1498,1,1250,1.819,1.573,215/60r16,6,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1505.85625,104.8843937,0.53914744,0.039035963,1545.103851,107.6180283,0.531167044,0.039895508,145.3637136,,,154.3329053,,8723,185.8647274,,1.204310429
2,OEM_4,Model_6,Pure ICE,gasoline,121466,hatchback,manual,74.57,3,999,1,1065,1.798,1.44,195/55r16,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1293.817113,93.47912736,0.620472141,0.030276723,1332.10942,96.24577143,0.614282458,0.030943395,117.9882757,,,125.7585007,,9138,151.7518566,,1.206692635
3,OEM_1,Model_5,Pure ICE,gasoline,117416,hatchback,manual,85.7555,3,999,1,1155,1.76,1.584,205/55r17,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1396.317213,100.8848262,0.598896967,0.03260052,1435.074257,103.6850479,0.592232214,0.033318361,138.6244793,,,132.8831708,,9138,157.9752798,,1.188828343
4,OEM_2,Model_6,Pure ICE,gasoline,116428,hatchback,manual,55.9275,3,1199,0,955,1.745,1.43,195/55r16,5,,,,,,5750,FALSE,FALSE,FALSE,TRUE,1170.222213,84.5493155,0.630652818,0.029180193,1207.946507,87.2749203,0.624687306,0.02982272,116.3627097,,,123.6138865,,9138,150.8039802,,1.219959864
5,OEM_1,Model_6,Pure ICE,gasoline,113604,hatchback,automatic,111.855,4,1498,1,1235,1.751,1.446,195/55r16,6,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1488.468813,107.5428392,0.626679563,0.02960814,1527.638957,110.3729076,0.620626563,0.030260091,124.2570059,,,144.1387264,,9138,168.6778844,,1.170246807
6,OEM_11,Model_5,Pure ICE,gasoline,108125,hatchback,manual,67.113,4,1398,0,1063,1.736,1.481,195/55r16,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1291.553409,93.31557327,0.622437705,0.030065018,1329.835388,96.08147118,0.616291303,0.030727029,118.172819,,,135.0905499,,9138,161.9553582,,1.198865193
7,OEM_16,Model_1,Pure ICE,gasoline,106835,hatchback,manual,67.113,3,898,1,990,1.733,1.518,205/55r16,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1209.34705,87.37611044,0.615958422,0.030762882,1247.252076,90.11477319,0.60966935,0.031440259,126.5528148,,,120.2485094,,9138,146.4276103,,1.21770832
8,OEM_2,Model_7,Pure ICE,gasoline,95611,suv/crossover,manual,82.027,3,1199,1,1136,1.739,1.556,205/50r17,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1374.575104,95.74053057,0.558831692,0.036915831,1413.234037,98.43316393,0.55128473,0.037728692,126.1356392,,,138.6555061,,8723,161.4630581,,1.164490777
9,OEM_5,Model_6,Pure ICE,gasoline,76654,hatchback,manual,70.8415,3,999,1,1021,1.732,1.467,205/45r16,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1244.156997,111.6773982,0.625713501,0.029712192,1282.222099,115.0941789,0.619639229,0.030366433,123.7059842,,161,127.2498608,,9138,151.6103553,,1.191438281
10,OEM_1,Model_3,Pure ICE,diesel,72679,suv/crossover,automatic,111.855,4,1968,1,1615,1.839,1.675,235/55r18,7,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1939.561113,135.092371,0.511402807,0.042024254,1980.693482,137.9572817,0.502811494,0.042949599,162.1073388,,157,156.8547323,,8723,178.8130397,,1.13999136
11,OEM_12,Model_6,Pure ICE,gasoline,70722,hatchback,manual,89.484,3,998,1,1197,1.8,1.442,225/45r17,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1444.574709,129.6671927,0.619768603,0.030352499,1483.548631,133.1655504,0.613563428,0.03102084,137.2180585,,,136.3594483,,9138,161.3938464,,1.183591224
12,OEM_3,Model_6,Pure ICE,gasoline,67947,hatchback,manual,53.6904,3,998,0,830,1.615,1.46,165/60r15,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1032.02065,74.05795665,0.645575863,0.027572876,1069.099476,76.71873875,0.639938947,0.028180012,114.048648,,,112.958328,,9138,141.4751954,,1.252454759
13,OEM_5,Model_5,Pure ICE,gasoline,67574,suv/crossover,manual,111.855,4,1498,1,1165,1.793,1.553,205/60r16,6,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1407.782613,98.05346674,0.548870057,0.037988769,1446.591295,100.7565303,0.541103746,0.038825255,128.8294761,,,149.4827708,,8723,180.810812,,1.209576267
14,OEM_15,Model_4,Pure ICE,gasoline,65309,suv/crossover,manual,70.8415,3,999,1,1080,1.78,1.552,205/60r16,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1310.8144,91.29953377,0.551652779,0.03768905,1349.184163,93.97202616,0.543947742,0.038518937,125.3560353,,,132.5843463,,8723,160.8438842,,1.213143849
15,OEM_1,Model_9,Pure ICE,gasoline,63944,hatchback,automatic,216.253,4,1984,1,1310,1.799,1.442,225/40r18,6,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1575.75025,121.6839794,0.619925162,0.030335636,1615.307676,124.7387179,0.613723434,0.031003606,131.723015,,,170.7184147,,9138,200.8717695,,1.176626258
16,OEM_16,Model_3,Pure ICE,diesel,61899,suv/crossover,manual,111.855,4,1330,1,1287,1.804,1.693,215/60r17,5,,,,,,5250,FALSE,FALSE,FALSE,TRUE,1548.892449,107.8819079,0.514715499,0.041667454,1588.331108,110.62885,0.506197129,0.042584942,138.5461383,,,131.8476435,,8723,161.6039496,,1.225687053
17,OEM_5,Model_2,Pure ICE,diesel,60995,hatchback,automatic,85.7555,4,1598,1,1220,1.814,1.461,225/45r17,7,,,,,,3250,FALSE,FALSE,FALSE,TRUE,1471.1158,132.0495609,0.613834778,0.030991613,1510.208488,135.5585792,0.607498945,0.031674027,124.2348795,,122.9333333,134.014086,,9138,157.4920518,,1.175190284
18,OEM_2,Model_7,Pure ICE,diesel,60951,suv/crossover,automatic,96.941,4,1499,1,1210,1.77,1.53,215/60r17,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1459.56625,101.6602489,0.558551001,0.036946064,1498.607301,104.3794971,0.550997857,0.03775959,126.1356392,,,131.656429,,8723,154.9731341,,1.17710267
19,OEM_2,Model_5,Pure ICE,diesel,58308,suv/crossover,manual,96.941,4,1499,1,1404,1.841,1.624,215/65r17,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1686.358264,117.4565394,0.52287126,0.040789022,1726.401082,120.2455618,0.514532473,0.041687167,138.4403507,,,137.883144,,8723,154.4791968,,1.120363173
20,OEM_9,Model_3,Pure ICE,diesel,57498,hatchback,manual,76.0614,4,1499,1,1065,1.749,1.474,205/50r17,5,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1293.817113,99.9122893,0.621676625,0.030146992,1332.10942,102.8693317,0.615513463,0.030810807,124.8438955,,,116.6923148,,9138,137.4123236,,1.17756104
21,OEM_1,Model_9,Pure ICE,diesel,54437,hatchback,automatic,111.855,4,1968,1,1359,1.789,1.456,225/45r17,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1633.238937,146.6019768,0.618771489,0.030459895,1673.049386,150.1754225,0.612544359,0.031130601,131.723015,,,144.7674194,,9138,167.4005911,,1.156341612
22,OEM_11,Model_4,Pure ICE,gasoline,53606,suv/crossover,manual,96.941,3,1199,1,1163,1.825,1.605,215/50r17,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1405.488309,97.89366618,0.530554683,0.039961463,1444.286663,100.5960104,0.52238508,0.040841387,131.9529851,,,144.1616988,,8723,173.0391914,,1.20031321
23,OEM_15,Model_2,Pure ICE,gasoline,52664,hatchback,manual,59.656,3,999,1,999,1.78,1.444,185/65r15,5,,,,,,6200,FALSE,FALSE,FALSE,TRUE,1219.438017,94.16852097,0.622513271,0.030056879,1257.389516,97.09924523,0.616368532,0.03071871,121.5909583,,,121.9772956,,9138,148.050209,,1.213752184
24,OEM_12,Model_4,Pure ICE,gasoline,50952,hatchback,manual,49.9619,3,998,0,835,1.595,1.485,165/60r14,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1037.502813,74.45135745,0.644416871,0.027697708,1074.607457,77.11399231,0.638754434,0.028307592,115.6459204,,,114.0479979,,9138,135.7963924,,1.190695101
25,OEM_1,Model_3,Pure ICE,gasoline,48685,suv/crossover,automatic,171.511,4,1984,1,1610,1.839,1.643,235/50r19,6,,,,,,4400,FALSE,FALSE,FALSE,TRUE,1933.48225,134.6689722,0.518856839,0.041221403,1974.588801,137.5320846,0.510429658,0.042129069,162.1073388,,157,186.4462115,,8723,222.0739039,,1.191088315
26,OEM_1,Model_7,Pure ICE,diesel,47937,sedan,automatic,89.484,4,1598,1,1500,1.832,1.483,215/60r16,6,,,,,,3250,FALSE,FALSE,FALSE,TRUE,1800.715,144.4840102,0.636100853,0.028593401,1841.253538,147.7367018,0.630255303,0.029223008,139.4707402,,,139.4055604,,16488,160.3319913,,1.150111881
27,OEM_10,Model_5,Pure ICE,gasoline,47898,hatchback,manual,62.6388,4,1197,0,988,1.775,1.45,195/55r16,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1207.106296,87.21421451,0.622140873,0.030096989,1245.000994,89.95213109,0.615987934,0.030759703,120.4205725,,,126.0645872,,9138,153.2542757,,1.215680621
28,OEM_10,Model_1,Pure ICE,gasoline,47021,suv/crossover,automatic,131.989,4,1591,1,1537,1.85,1.65,225/60r17,7,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1845.166449,128.5176883,0.514927285,0.041644644,1885.896046,131.3545455,0.506413577,0.042561629,149.7535027,,,172.0520903,,8723,196.9555201,,1.144743547
29,OEM_4,Model_7,Pure ICE,gasoline,45193,suv/crossover,manual,96.941,4,1330,1,1226,1.778,1.566,205/55r17,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1478.052874,102.9478607,0.548892984,0.0379863,1517.176545,105.6728635,0.541127178,0.038822731,133.2171614,,,147.6117137,,8723,174.5934015,,1.182788256
30,OEM_7,Model_10,Pure ICE,gasoline,44561,hatchback,automatic,81.2813,3,1499,1,1315,1.799,1.434,205/55r16,6,,,,,,4300,FALSE,FALSE,FALSE,TRUE,1581.599613,114.2716,0.621487712,0.030167339,1621.182857,117.1315152,0.615320391,0.030831603,133.3015991,,,147.2267099,,9138,173.3199362,,1.177231606
31,OEM_5,Model_4,Pure ICE,gasoline,43690,suv/crossover,automatic,141.683,4,1984,1,1465,1.841,1.603,215/50r18,6,,,,,,4200,FALSE,FALSE,FALSE,TRUE,1758.859113,122.506296,0.527768288,0.040261578,1799.21692,125.3172577,0.519537331,0.041148109,144.7291981,,,178.9943853,,8723,210.257237,,1.174658281
32,OEM_10,Model_4,Pure ICE,gasoline,43029,hatchback,manual,104.398,4,1353,1,1210,1.795,1.45,225/40r18,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1459.56625,112.7119158,0.618992322,0.03043611,1498.607301,115.7267783,0.612770054,0.031106292,132.7349289,,,141.930954,,9138,166.7488615,,1.17485902
33,OEM_10,Model_6,Pure ICE,gasoline,42838,hatchback,manual,49.9619,3,998,0,908,1.66,1.5,165/60r14,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1117.977976,80.22626725,0.631233671,0.029117631,1155.459574,82.91595237,0.625280949,0.029758781,117.8833719,,,118.2107016,,9138,142.2401535,,1.203276451
34,OEM_11,Model_1,Pure ICE,gasoline,42620,suv/crossover,manual,96.941,3,1199,1,1175,1.79,1.523,215/65r17,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1419.263313,98.85310898,0.556262149,0.037192589,1458.123632,101.5597691,0.548658607,0.038011544,129.3121471,,,141.632601,,8723,171.3997338,,1.210171476
35,OEM_18,Model_4,Pure ICE,gasoline,41949,suv/crossover,manual,87.2469,3,999,1,1157,1.8,1.595,225/45r19,5,,,,,,5250,FALSE,FALSE,FALSE,TRUE,1398.609069,97.41452023,0.537917135,0.039168476,1437.376441,100.1147065,0.529909648,0.040030938,137.7744689,,,138.7185927,,8723,165.0428061,,1.189767017
36,OEM_2,Model_6,Pure ICE,diesel,41630,hatchback,manual,74.57,4,1499,0,1065,1.745,1.43,195/55r16,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1293.817113,93.47912736,0.630652818,0.029180193,1332.10942,96.24577143,0.624687306,0.02982272,116.3627097,,,114.6655517,,9138,136.34047,,1.189027289
37,OEM_18,Model_1,Pure ICE,gasoline,39538,suv/crossover,manual,119.312,4,1332,1,1275,1.806,1.59,225/45r19,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1534.911813,106.9081427,0.537848735,0.039175843,1574.288507,109.6507688,0.529839743,0.040038467,146.0756082,,,152.2871914,,8723,185.3217507,,1.216922769
38,OEM_3,Model_1,Pure ICE,gasoline,39123,hatchback,manual,53.6904,3,998,0,955,1.695,1.51,165/70r14,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1170.222213,90.36793463,0.623693434,0.029929767,1207.946507,93.28111346,0.617574682,0.0305888,133.5644782,,,120.9329824,,9138,147.2585526,,1.217687265
39,OEM_4,Model_4,Pure ICE,diesel,37234,hatchback,automatic,86.5012,4,1461,1,1342,1.814,1.447,205/55r16,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1613.252266,116.5585248,0.616592041,0.030694637,1652.974932,119.4285133,0.61031692,0.031370511,126.8512232,,,131.8532216,,9138,155.0867367,,1.176207414
40,OEM_1,Model_1,Pure ICE,gasoline,36416,hatchback,manual,50.7076,3,999,0,970,1.641,1.504,165/70r14,5,,,,,,6200,FALSE,FALSE,FALSE,TRUE,1186.96705,91.66101928,0.633615278,0.028861115,1224.768801,94.58017951,0.627714998,0.029496616,132.8709461,,145.2307692,120.4245971,,9138,148.5914256,,1.233895974
41,OEM_13,Model_5,Pure ICE,gasoline,36387,hatchback,automatic,74.57,3,999,1,1106,1.734,1.483,195/55r16,5,,,,,,6500,FALSE,FALSE,FALSE,TRUE,1340.357914,96.84173052,0.622382769,0.030070935,1378.861935,99.62367105,0.616235156,0.030733076,121.5871465,,,122.3230604,,9138,146.4737299,,1.197433497
42,OEM_6,Model_10,Pure ICE,gasoline,35478,hatchback,manual,81.2813,4,1332,1,1250,1.796,1.44,225/45r18,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1505.85625,135.1679158,0.620784825,0.030243045,1545.103851,138.6908393,0.614602027,0.030908975,154.4383622,,,144.1321619,,9138,169.4079391,,1.175365282
43,OEM_15,Model_3,Pure ICE,gasoline,35135,suv/crossover,automatic,111.855,4,1498,1,1402,1.807,1.611,225/50r18,7,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1683.990826,117.291645,0.532840748,0.039715238,1724.023317,120.079948,0.524721483,0.04058974,153.8220777,,,161.5420749,,8723,187.9107655,,1.1632311
44,OEM_11,Model_6,Pure ICE,gasoline,34650,hatchback,manual,111.855,4,1398,1,1168,1.809,1.485,205/55r16,6,,,,,,5600,FALSE,FALSE,FALSE,TRUE,1411.225216,101.9619392,0.609914181,0.031413889,1450.049389,104.7670109,0.603492019,0.032105601,122.2890967,,,141.8683047,,9138,171.7267075,,1.210465635
45,OEM_17,Model_3,Pure ICE,gasoline,34295,suv/crossover,automatic,184.188,4,1969,1,1584,1.873,1.658,235/55r18,6,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1901.933824,132.4715928,0.508222355,0.042366811,1942.906117,135.325354,0.49956101,0.043299699,163.5583475,,,185.7999447,,8723,217.7668067,,1.172049901
46,OEM_7,Model_5,Pure ICE,diesel,34249,suv/crossover,manual,111.855,4,1995,1,1555,1.821,1.598,225/55r17,6,,,,,,4000,FALSE,FALSE,FALSE,TRUE,1866.867213,130.0291682,0.532982487,0.039699972,1907.689757,132.8724993,0.524866343,0.040574137,144.6508387,,,150.9888493,,8723,173.8684851,,1.151531956
47,OEM_4,Model_2,Pure ICE,gasoline,34240,hatchback,manual,48.4705,3,999,0,884,1.646,1.541,165/65r15,5,,,,,,5350,FALSE,FALSE,FALSE,TRUE,1091.430424,84.28340545,0.626186652,0.02966123,1128.788092,87.16827235,0.620122799,0.03031435,117.5808119,,,117.2421971,,9138,140.2583927,,1.19631324
48,OEM_5,Model_1,Pure ICE,gasoline,33419,hatchback,manual,85.7555,3,999,1,1140,1.793,1.471,205/50r17,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1379.1478,106.5017711,0.615219164,0.030842505,1417.827388,109.4887205,0.608913814,0.031521636,124.6828157,,,131.7599983,,9138,154.1737626,,1.170110539
49,OEM_14,Model_2,Pure ICE,diesel,33335,suv/crossover,automatic,111.855,4,1968,1,1555,1.849,1.585,235/55r18,7,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1866.867213,130.0291682,0.530359618,0.039982473,1907.689757,132.8724993,0.52218572,0.040862859,161.2566701,,,152.6563955,,8723,177.1712886,,1.160588706
50,OEM_23,Model_1,Pure ICE,gasoline,33208,hatchback,manual,52.9447,3,999,0,845,1.665,1.505,165/65r14,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1048.478613,80.96654268,0.629515539,0.029302686,1085.634895,83.83585795,0.623524985,0.02994791,116.463181,,,116.5968871,,9138,143.1077063,,1.227371587
51,OEM_5,Model_3,Pure ICE,diesel,31973,suv/crossover,automatic,111.855,4,1968,1,1592,1.882,1.655,235/50r19,7,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1911.630016,133.1469422,0.507047402,0.042493362,1952.643619,136.0035807,0.498360186,0.043429036,164.3594705,,,156.3359686,,8723,182.1725451,,1.165263162
52,OEM_7,Model_10,Pure ICE,diesel,31918,hatchback,automatic,141.683,4,1995,1,1425,1.799,1.434,225/45r17,8,,,,,,2500,FALSE,FALSE,FALSE,TRUE,1711.253313,153.6046642,0.621487712,0.030167339,1751.40457,157.2087013,0.615320391,0.030831603,133.3015991,,,143.3654325,,9138,159.3458229,,1.111466133
53,OEM_16,Model_3,Pure ICE,gasoline,31761,suv/crossover,manual,111.855,4,1330,1,1287,1.804,1.693,215/60r17,5,,,,,,5250,FALSE,FALSE,FALSE,TRUE,1548.892449,107.8819079,0.514715499,0.041667454,1588.331108,110.62885,0.506197129,0.042584942,138.5461383,,,154.9833869,,8723,185.5433789,,1.197182373
54,OEM_5,Model_2,Pure ICE,gasoline,31620,hatchback,manual,111.855,4,1495,1,1170,1.814,1.461,225/45r17,6,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1413.52105,126.8797697,0.613834778,0.030991613,1452.355551,130.3656128,0.607498945,0.031674027,124.2348795,,122.9333333,147.6316006,,9138,177.2704644,,1.200762328
55,OEM_2,Model_8,Pure ICE,gasoline,31601,hatchback,manual,53.6904,3,998,0,840,1.615,1.46,165/60r15,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1042.9888,74.84503274,0.645575863,0.027572876,1080.119263,77.50952035,0.639938947,0.028180012,110.4895731,,,113.3282194,,9138,137.4221691,,1.212603267
56,OEM_2,Model_5,Pure ICE,gasoline,31562,suv/crossover,manual,96.941,3,1199,1,1295,1.841,1.624,215/65r17,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1558.225113,108.5319373,0.52287126,0.040789022,1597.705082,111.2817567,0.514532473,0.041687167,138.4403507,,,150.6649106,,8723,177.3381597,,1.177036902
57,OEM_9,Model_4,Pure ICE,gasoline,31224,hatchback,manual,53.6904,3,998,0,815,1.63,1.465,165/60r15,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1015.597113,72.87940113,0.642313313,0.027924276,1052.598482,75.53462496,0.636604557,0.028539149,109.6520193,,,112.7487558,,9138,136.017443,,1.206376443
58,OEM_9,Model_2,Pure ICE,gasoline,29940,hatchback,automatic,96.941,3,1199,1,1253,1.8,1.525,195/60r18,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1509.337869,108.3103118,0.603548137,0.032099557,1548.600961,111.1278372,0.596985799,0.032806367,127.2786737,,,141.2860288,,9138,164.9320929,,1.167363074
59,OEM_6,Model_10,Pure ICE,diesel,29919,hatchback,manual,70.8415,4,1461,1,1345,1.796,1.44,205/60r16,6,,,,,,4000,FALSE,FALSE,FALSE,TRUE,1616.776113,116.0200963,0.620784825,0.030243045,1656.51427,118.8717125,0.614602027,0.030908975,154.4383622,,,124.0894438,,9138,147.4482716,,1.18824186
60,OEM_12,Model_2,Pure ICE,gasoline,29845,suv/crossover,automatic,131.989,4,1591,1,1477,1.855,1.645,225/60r17,7,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1773.188589,123.5043584,0.515057117,0.04163066,1813.608361,126.3196359,0.506546269,0.042547338,167.1166174,,,169.4107108,,8723,197.2005444,,1.164038232
