,OEM anon,Model anon,Input type,Fuel type,Sales,Vehicle body,Gear box type,Engine max power,Engine n cylinders,Engine capacity [cm3],Engine is turbo,Curb_vehicle_mass [kg],Vehicle width [m],Vehicle height [m],Tyre code,N gears,Drive battery capacity [Ah],Drive battery nominal voltage [V],Electric motor power [kW],Electric motor torque [Nm],Initial drive battery state of charge [%],Engine speed at max power [%],is_plugin,is_hybrid,is_electric,pycsis_run,Vehicle mass (WLTP) [kg],wltp|f0 [N],wltp|f1 [N/(km/h)],wltp|f2 [N/(km/h)2],Vehicle mass (real-world) [kg],rw|f0 [N],rw|f1 [N/(km/h)],rw|f2 [N/(km/h)2],Declared average CO2 emissions value (OEM) [g/km],Electric range (OEM) [km],Declared electric consumption value (OEM) [Wh/km],Declared CO2 emissions value (Simulated) [g/km],Declared electric consumption value (Simulated) [Wh/km],Annual average distance [km],Real-world CO2 emissions value (Simulated) [g/km],Real-world electric consumption value (Simulated) [Wh/km],Real-world annual gap
61,OEM_1,Model_4,Pure ICE,diesel,29591,suv/crossover,automatic,111.855,4,1968,1,1340,1.819,1.573,215/60r16,6,,,,,,4000,FALSE,FALSE,FALSE,TRUE,1610.9038,112.2010606,0.53914744,0.039035963,1650.616138,114.9670646,0.531167044,0.039895508,145.3637136,,,145.7101756,,8723,166.1498042,,1.140275918
62,OEM_15,Model_1,Pure ICE,gasoline,29200,hatchback,automatic,216.253,4,1984,1,1331,1.816,1.435,235/35r19,6,,,,,,5400,FALSE,FALSE,FALSE,TRUE,1600.343277,123.5831238,0.61864381,0.030473647,1640.009141,126.6462363,0.612413868,0.031144655,126.7844177,,131,170.4580606,,9138,204.0341784,,1.196975829
63,OEM_2,Model_3,Pure ICE,diesel,29137,suv/crossover,automatic,96.941,4,1499,1,1511,1.844,1.646,205/55r19,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1813.908417,126.3405351,0.517115564,0.041408951,1854.503756,129.1680411,0.508650041,0.042320747,144.9468998,,,145.9083404,,8723,168.3195388,,1.153597788
64,OEM_14,Model_3,Pure ICE,gasoline,29038,suv/crossover,automatic,111.855,4,1498,1,1265,1.794,1.508,215/55r17,7,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1523.278113,106.0978438,0.558899079,0.036908573,1562.60317,108.8368734,0.5513536,0.037721274,139.1585831,,,152.5045618,,8723,180.4826341,,1.183457281
65,OEM_14,Model_8,Pure ICE,gasoline,28789,hatchback,automatic,149.14,4,1984,1,1235,1.74,1.433,215/45r17,6,,,,,,4400,FALSE,FALSE,FALSE,TRUE,1488.468813,133.6071933,0.630862359,0.029157624,1527.638957,137.1231642,0.624901461,0.029799654,131.9344519,,,166.5539725,,9138,197.6940707,,1.186967009
66,OEM_2,Model_4,Pure ICE,diesel,28591,hatchback,automatic,96.941,4,1499,1,1179,1.804,1.457,225/45r17,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1423.859877,127.8077983,0.616204443,0.030736384,1462.740851,131.2978129,0.609920788,0.031413178,125.3504024,,,130.8312308,,9138,155.0704982,,1.185271263
67,OEM_12,Model_1,Pure ICE,gasoline,28500,suv/crossover,automatic,89.484,3,998,1,1160,1.76,1.485,205/45r17,7,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1402.048,97.65404525,0.570520923,0.035656819,1440.830863,100.3553105,0.563231349,0.036441957,129.1165245,,,136.1806833,,8723,163.9928817,,1.204230127
68,OEM_12,Model_3,Pure ICE,gasoline,28101,hatchback,manual,89.484,3,998,1,1105,1.725,1.45,205/45r17,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1339.219713,120.2103702,0.63001225,0.029249186,1377.71857,123.6660854,0.624032634,0.029893233,126.2210242,,,131.3433549,,9138,153.1730142,,1.166202998
69,OEM_8,Model_3,Pure ICE,gasoline,27949,suv/crossover,manual,89.484,3,999,1,1295,1.796,1.595,215/55r17,5,,,,,,5750,FALSE,FALSE,FALSE,TRUE,1558.225113,108.5319373,0.538725263,0.039081434,1597.705082,111.2817567,0.530735571,0.03994198,138.3043112,,,144.6144283,,8723,170.2467601,,1.177246019
70,OEM_18,Model_2,Pure ICE,gasoline,27054,hatchback,manual,74.57,3,999,1,1035,1.743,1.455,195/55r16,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1259.925813,91.0304589,0.626232361,0.029656307,1298.063207,93.78591045,0.620169514,0.030309318,127.8771625,,,123.9412134,,9138,148.9595303,,1.201856317
71,OEM_8,Model_4,Pure ICE,gasoline,26752,hatchback,manual,63.3845,2,875,1,955,1.627,1.488,195/45r16,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1170.222213,105.0409011,0.638727657,0.028310476,1207.946507,108.4270904,0.632939947,0.028933853,154.3960716,,,120.8675294,,9138,145.0140377,,1.199776635
72,OEM_21,Model_1,Pure ICE,gasoline,26209,suv/crossover,manual,89.484,3,999,1,1320,1.805,1.667,215/65r16,5,,,,,,5750,FALSE,FALSE,FALSE,TRUE,1587.4528,110.567675,0.520445482,0.041050295,1627.061863,113.3264858,0.512053282,0.041954194,143.5252694,,,148.1753291,,8723,176.526759,,1.191337047
73,OEM_9,Model_2,Pure ICE,diesel,25201,hatchback,automatic,96.941,4,1499,1,1289,1.8,1.525,195/60r18,6,,,,,,3700,FALSE,FALSE,FALSE,TRUE,1551.224697,111.3161169,0.603548137,0.032099557,1590.673684,114.1469821,0.596985799,0.032806367,127.2786737,,,130.0039569,,9138,152.5173214,,1.173174456
74,OEM_13,Model_4,Pure ICE,diesel,25074,hatchback,manual,89.484,4,1499,1,1263,1.825,1.452,195/65r16,6,,,,,,3600,FALSE,FALSE,FALSE,TRUE,1520.953209,117.4523938,0.613873212,0.030987474,1560.267938,120.4883906,0.607538226,0.031669796,127.9886421,,,124.1410675,,9138,142.9052126,,1.151151794
75,OEM_13,Model_6,Pure ICE,gasoline,24953,suv/crossover,automatic,93.2125,3,999,1,1291,1.765,1.653,205/50r17,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1553.557557,108.2068374,0.532021473,0.03980348,1593.016871,110.9552181,0.523884168,0.040679924,136.4042255,,,146.6146597,,8723,173.9483512,,1.186432186
76,OEM_10,Model_1,Pure ICE,diesel,24813,suv/crossover,manual,101.415,4,1598,1,1482,1.85,1.65,245/45r19,6,,,,,,4000,FALSE,FALSE,FALSE,TRUE,1779.165706,123.9206706,0.514927285,0.041644644,1819.611297,126.7377464,0.506413577,0.042561629,149.7535027,,,142.2733646,,8723,162.6568513,,1.143269872
77,OEM_13,Model_4,Pure ICE,gasoline,24681,hatchback,manual,93.2125,3,998,1,1222,1.825,1.452,195/65r16,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1473.427546,113.782325,0.613873212,0.030987474,1512.530562,116.8019727,0.607538226,0.031669796,127.9886421,,,134.8151996,,9138,161.0038139,,1.194255651
78,OEM_1,Model_10,Pure ICE,diesel,24162,bestelwagen,manual,76.0614,3,999,1,1344,1.793,1.831,195/65r15,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1615.601344,112.5282492,0.426326988,0.051187516,1655.334337,115.2956919,0.415862365,0.05231463,136.9856396,,,139.523592,,15987,168.9894506,,1.211189077
79,OEM_8,Model_2,Pure ICE,gasoline,23791,hatchback,manual,51.4533,4,1242,0,915,1.643,1.551,175/65r14,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1125.737613,86.9327055,0.624904758,0.029799299,1163.255357,89.82993395,0.618812678,0.030455459,145.6566214,,,126.4481493,,9138,155.1459914,,1.226953437
80,OEM_21,Model_1,Pure ICE,diesel,23248,suv/crossover,automatic,126.769,4,1956,1,1506,1.805,1.697,215/60r17,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1807.909114,125.9226777,0.513586527,0.041789053,1848.478635,128.7483854,0.505043297,0.042709218,143.5252694,,,154.2501399,,8723,182.1908961,,1.18113926
81,OEM_8,Model_3,Pure ICE,diesel,23140,suv/crossover,manual,89.484,3,999,1,1295,1.796,1.595,215/55r17,5,,,,,,5750,FALSE,FALSE,FALSE,TRUE,1558.225113,108.5319373,0.538725263,0.039081434,1597.705082,111.2817567,0.530735571,0.03994198,138.3043112,,,125.252234,,8723,145.0776197,,1.158283689
82,OEM_1,Model_1,Pure ICE,diesel,22971,hatchback,manual,50.7076,3,999,0,970,1.641,1.504,165/70r14,5,,,,,,6200,FALSE,FALSE,FALSE,TRUE,1186.96705,91.66101928,0.633615278,0.028861115,1224.768801,94.58017951,0.627714998,0.029496616,132.8709461,,145.2307692,106.3927886,,9138,130.0817626,,1.222655824
83,OEM_4,Model_5,Pure ICE,gasoline,22335,suv/crossover,automatic,104.398,4,1330,1,1337,1.836,1.613,215/60r17,5,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1607.382249,111.955781,0.52645793,0.040402712,1647.079096,114.7207061,0.518198119,0.041292352,140.6313808,,,157.144808,,8723,183.775588,,1.169466496
84,OEM_6,Model_4,Pure ICE,diesel,22216,suv/crossover,automatic,246.081,6,2925,1,1810,1.89,1.644,235/60r18,9,,,,,,4000,FALSE,FALSE,FALSE,TRUE,2179.62025,151.81273,0.50800373,0.042390359,2221.759551,154.7477745,0.499337571,0.043323765,179.2265764,,244,181.9599647,,8723,207.1025836,,1.138176653
85,OEM_10,Model_2,Pure ICE,gasoline,21671,hatchback,automatic,131.989,4,1591,1,1287,1.8,1.55,235/45r18,7,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1548.892449,139.0309095,0.598662454,0.032625779,1588.331108,142.5709828,0.591992537,0.033344176,137.7706854,,,156.8800187,,9138,186.7527582,,1.190417746
86,OEM_8,Model_1,Pure ICE,gasoline,21622,hatchback,manual,70.8415,4,1368,0,1170,1.792,1.495,205/55r16,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1413.52105,102.1278147,0.610709462,0.031328232,1452.355551,104.9336326,0.604304811,0.032018058,129.1714061,,,139.8349746,,9138,167.5538492,,1.198225621
87,OEM_6,Model_5,Pure ICE,diesel,21332,hatchback,automatic,141.683,4,1950,1,1635,1.834,1.658,225/55r17,6,,,,,,3800,FALSE,FALSE,FALSE,TRUE,1963.914813,141.8941217,0.571435957,0.035558264,2005.150457,144.8734239,0.564166531,0.036341232,156.0948432,,,154.9026395,,9138,177.6429962,,1.146804192
88,OEM_9,Model_5,Pure ICE,diesel,21292,mpv,manual,74.57,4,1499,1,1412,1.848,1.8,205/60r16,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1695.834136,127.2664165,0.516348475,0.041491571,1735.918264,130.27459,0.507866062,0.042405187,141.5104512,,,140.0664073,,14470,162.026635,,1.156784401
89,OEM_6,Model_8,Pure ICE,diesel,20870,sedan,automatic,144.666,4,1950,1,1615,1.852,1.468,245/40r19,9,,,,,,3800,FALSE,FALSE,FALSE,TRUE,1939.561113,165.5357223,0.635917151,0.028613187,1980.693482,169.0462466,0.630067557,0.029243229,152.5319312,,,150.4241288,,16488,172.2470875,,1.145076185
90,OEM_7,Model_5,Pure ICE,gasoline,20458,suv/crossover,automatic,104.398,3,1499,1,1405,1.821,1.598,225/55r17,7,,,,,,4600,FALSE,FALSE,FALSE,TRUE,1687.542213,117.5390026,0.532982487,0.039699972,1727.590195,120.3283846,0.524866343,0.040574137,144.6508387,,,162.3221379,,8723,192.3575706,,1.185035961
91,OEM_6,Model_2,Pure ICE,diesel,20232,bus,automatic,178.222,4,1950,1,2385,1.928,1.88,225/55r17,6,,,,,,4200,FALSE,FALSE,FALSE,TRUE,2921.357313,203.4754582,0.442456689,0.049450234,2966.46577,206.6173073,0.43234723,0.050539094,209.3893832,,,199.8112301,,9996,224.0303696,,1.121210102
92,OEM_4,Model_4,Pure ICE,gasoline,20046,hatchback,manual,223.71,4,1798,1,1419,1.874,1.445,245/35r19,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1704.133557,131.5981086,0.607572853,0.031666067,1744.253831,134.6963119,0.601099137,0.032363331,126.8512232,,,168.6301975,,9138,199.4925342,,1.183017853
93,OEM_9,Model_1,Pure ICE,diesel,19732,suv/crossover,automatic,97.6867,4,1499,1,1405,1.86,1.689,205/55r19,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1687.542213,117.5390026,0.503648958,0.042859398,1727.590195,120.3283846,0.49488691,0.043803132,141.5293079,,,143.3651077,,8723,168.1533842,,1.172903135
94,OEM_1,Model_8,Pure ICE,diesel,19404,bus,automatic,147.649,4,1968,1,2246,1.904,1.99,235/55r17,6,,,,,,3800,FALSE,FALSE,FALSE,TRUE,2737.414234,190.6636388,0.421642958,0.051692019,2781.80493,193.7554952,0.411075195,0.052830241,210.8735351,,,194.5566889,,9996,216.499723,,1.112784784
95,OEM_4,Model_6,Pure ICE,diesel,19367,hatchback,manual,63.3845,4,1461,1,1164,1.798,1.44,195/55r16,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1406.635384,101.6303208,0.620472141,0.030276723,1445.438902,104.4339002,0.614282458,0.030943395,117.9882757,,,118.0573973,,9138,141.4292855,,1.197970554
96,OEM_5,Model_4,Pure ICE,diesel,19211,suv/crossover,automatic,85.7555,4,1598,1,1326,1.841,1.603,215/60r16,6,,,,,,3250,FALSE,FALSE,FALSE,TRUE,1594.481674,111.0572431,0.527768288,0.040261578,1634.12172,113.8182119,0.519537331,0.041148109,144.7291981,,,141.0997782,,8723,163.2920104,,1.157280419
97,OEM_2,Model_4,Pure ICE,gasoline,19008,hatchback,automatic,96.941,3,1199,1,1180,1.804,1.457,225/45r17,6,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1425.0094,127.9109813,0.616204443,0.030736384,1463.895538,131.4014594,0.609920788,0.031413178,125.3504024,,,141.6166883,,9138,171.0420063,,1.20778143
98,OEM_21,Model_2,Pure ICE,gasoline,18563,suv/crossover,manual,96.941,4,1332,0,1405,1.819,1.624,215/65r16,5,,,,,,4750,FALSE,FALSE,FALSE,TRUE,1687.542213,117.5390026,0.527396777,0.040301592,1727.590195,120.3283846,0.519157639,0.041189005,149.8688256,,,160.1909788,,8723,188.1043594,,1.17425064
99,OEM_11,Model_6,Pure ICE,diesel,18465,hatchback,manual,82.027,4,1598,1,1235,1.809,1.485,205/55r16,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1488.468813,107.5428392,0.609914181,0.031413889,1527.638957,110.3729076,0.603492019,0.032105601,122.2890967,,,124.6795102,,9138,145.9158759,,1.170327632
100,OEM_6,Model_6,Pure ICE,diesel,18138,hatchback,automatic,141.683,4,1950,1,1570,1.834,1.611,215/65r17,6,,,,,,3800,FALSE,FALSE,FALSE,TRUE,1884.98905,145.5642915,0.580794536,0.034550279,1925.889051,148.7227075,0.57373118,0.035311052,151.9217479,,,151.726386,,9138,171.8162585,,1.132408561
101,OEM_2,Model_3,Pure ICE,gasoline,17700,suv/crossover,manual,96.941,3,1199,1,1290,1.844,1.646,205/55r19,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1552.39105,108.125589,0.517115564,0.041408951,1591.845201,110.8736101,0.508650041,0.042320747,144.9468998,,,151.1152318,,8723,174.9351267,,1.157627359
102,OEM_7,Model_9,Pure ICE,gasoline,17690,sedan,automatic,192.391,4,1998,1,1540,1.827,1.442,225/50r17,8,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1848.7798,148.3405867,0.644144836,0.027727008,1889.524888,151.6098512,0.638476409,0.028337537,158.6041909,,,176.3100582,,16488,207.7696087,,1.178433102
103,OEM_13,Model_3,Pure ICE,diesel,17689,suv/crossover,manual,111.855,3,1497,1,1464,1.883,1.661,225/65r17,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1757.665984,122.4231935,0.5054067,0.042670077,1798.018627,125.2337954,0.496683356,0.043609642,144.0641483,,,142.0942666,,8723,168.6156952,,1.186646719
104,OEM_22,Model_2,Pure ICE,gasoline,17307,suv/crossover,manual,123.04,4,1998,0,1418,1.84,1.675,225/65r17,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1702.947466,118.611994,0.511190642,0.042047106,1743.062577,121.4060515,0.502594657,0.042972954,167.218339,,,175.3778103,,8723,211.5164047,,1.206061384
105,OEM_21,Model_2,Pure ICE,diesel,16834,suv/crossover,manual,96.941,4,1332,0,1405,1.819,1.624,215/65r16,5,,,,,,4750,FALSE,FALSE,FALSE,TRUE,1687.542213,117.5390026,0.527396777,0.040301592,1727.590195,120.3283846,0.519157639,0.041189005,149.8688256,,,134.6267721,,8723,159.8371736,,1.187261427
106,OEM_2,Model_1,Pure ICE,diesel,16624,mpv,automatic,96.941,4,1499,1,1430,1.848,1.874,215/60r17,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1717.19065,128.8691481,0.500511394,0.043197336,1757.367726,131.884297,0.491680259,0.044148511,143.9047137,,,146.658989,,14470,171.9597212,,1.172514023
107,OEM_5,Model_3,Pure ICE,gasoline,16458,suv/crossover,automatic,111.855,4,1498,1,1586,1.882,1.655,235/50r19,6,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1904.356954,132.6403662,0.507047402,0.042493362,1945.339575,135.4948467,0.498360186,0.043429036,164.3594705,,,173.6984021,,8723,200.838685,,1.156249468
108,OEM_11,Model_3,Pure ICE,gasoline,15736,suv/crossover,automatic,96.941,3,1199,1,1293,1.856,1.609,215/65r17,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1555.891029,108.369366,0.523312057,0.040741545,1595.360671,111.1184661,0.514982976,0.041638645,141.1994357,,,151.7958193,,8723,180.4675666,,1.188883643
109,OEM_8,Model_1,Pure ICE,diesel,15270,hatchback,manual,89.484,4,1598,1,1270,1.792,1.495,205/55r16,6,,,,,,3750,FALSE,FALSE,FALSE,TRUE,1529.09305,110.4779668,0.610709462,0.031328232,1568.443926,113.3210931,0.604304811,0.032018058,129.1714061,,,126.2104554,,9138,149.6070527,,1.185377648
110,OEM_15,Model_1,Pure ICE,diesel,15262,hatchback,manual,111.855,4,1968,1,1232,1.816,1.444,225/45r17,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1484.995456,133.2954196,0.61686933,0.030664771,1524.150109,136.81,0.610600316,0.031339988,126.7844177,,131,136.3481128,,9138,160.1949849,,1.174896972
111,OEM_13,Model_2,Pure ICE,gasoline,15050,suv/crossover,manual,115.583,3,998,1,1280,1.805,1.55,215/50r18,5,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1540.7344,107.3136917,0.547195408,0.038169141,1580.136913,110.0581161,0.539392222,0.039009598,132.975158,,,145.9483542,,8723,171.0136637,,1.171740954
112,OEM_11,Model_5,Pure ICE,diesel,14923,hatchback,manual,76.0614,4,1499,1,1065,1.765,1.433,195/55r16,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1293.817113,93.47912736,0.626972813,0.029576555,1332.10942,96.24577143,0.62092627,0.03022781,118.172819,,,115.1080894,,9138,137.9086642,,1.198079691
113,OEM_14,Model_7,Pure ICE,diesel,14422,hatchback,automatic,111.855,4,1968,1,1315,1.785,1.426,205/55r16,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1581.599613,114.2716,0.625217767,0.029765586,1621.182857,117.1315152,0.619132579,0.030421003,125.0054705,,,138.6220665,,9138,159.4969224,,1.150588261
114,OEM_6,Model_9,Pure ICE,diesel,14379,sedan,automatic,182.696,4,1950,1,1535,1.81,1.442,205/60r16,9,,,,,,4000,FALSE,FALSE,FALSE,TRUE,1842.758313,147.8574404,0.646540189,0.027469012,1883.477582,151.1246334,0.640924506,0.02807386,146.6293675,,,147.5253564,,16488,170.5898623,,1.156342655
115,OEM_1,Model_2,Pure ICE,gasoline,14272,mpv,manual,85.7555,3,999,1,1360,1.829,1.659,215/55r17,5,,,,,,5500,FALSE,FALSE,FALSE,TRUE,1634.416,125.8639245,0.550174943,0.037848224,1674.231613,128.9300652,0.542437365,0.038681615,146.5888918,,,148.1223263,,14470,173.7806162,,1.17322365
116,OEM_4,Model_3,Pure ICE,gasoline,13977,mpv,automatic,89.484,4,1749,1,1567,1.866,1.653,195/55r20,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1881.361929,144.8808601,0.544362849,0.038474227,1922.246438,148.0293148,0.536497292,0.039321403,150.5848417,,,174.0856433,,14470,201.9374209,,1.15998894
117,OEM_6,Model_6,Pure ICE,gasoline,13729,hatchback,automatic,90.9754,4,1595,1,1335,1.804,1.494,215/60r17,7,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1605.035313,115.1775748,0.608957564,0.031516924,1644.721832,118.0254854,0.602514338,0.032210904,151.9217479,,,150.0997465,,9138,175.078603,,1.166415048
118,OEM_15,Model_3,Pure ICE,diesel,13612,suv/crossover,automatic,111.855,4,1968,1,1383,1.807,1.601,215/55r17,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1661.530689,115.727274,0.5351296,0.039468713,1701.465068,118.5087435,0.527060734,0.040337786,153.8220777,,,148.0213837,,8723,173.0808882,,1.169296515
119,OEM_6,Model_3,Pure ICE,diesel,13580,suv/crossover,automatic,246.081,6,2925,1,2165,1.947,1.772,275/50r20,6,,,,,,4000,FALSE,FALSE,FALSE,TRUE,2631.587613,183.2927088,0.464566972,0.047068802,2675.560045,186.3554327,0.454944366,0.048105224,210.9816588,,,200.1360703,,8723,230.5784136,,1.152108229
120,OEM_13,Model_3,Pure ICE,gasoline,13454,suv/crossover,manual,111.855,3,1497,1,1464,1.883,1.661,225/65r17,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1757.665984,122.4231935,0.5054067,0.042670077,1798.018627,125.2337954,0.496683356,0.043609642,144.0641483,,,165.7638491,,8723,193.6057578,,1.167961283
121,OEM_1,Model_2,Pure ICE,diesel,12898,mpv,automatic,85.7555,4,1968,1,1470,1.829,1.659,205/60r16,7,,,,,,3200,FALSE,FALSE,FALSE,TRUE,1764.82705,132.4440932,0.550174943,0.037848224,1805.210676,135.474743,0.542437365,0.038681615,146.5888918,,,150.1116709,,14470,171.9512613,,1.145488957
122,OEM_22,Model_4,Pure ICE,gasoline,12843,suv/crossover,manual,90.2297,4,1998,0,1159,1.765,1.535,215/50r18,6,,,,,,6000,FALSE,FALSE,FALSE,TRUE,1400.901537,97.57419292,0.558402168,0.036962094,1439.679236,100.2750985,0.550845748,0.037775973,145.6996808,,,162.2861229,,8723,194.0564779,,1.19576754
123,OEM_1,Model_11,Pure ICE,diesel,12509,hatchback,automatic,111.855,4,1968,1,1543,1.871,1.427,245/45r18,6,,,,,,3500,FALSE,FALSE,FALSE,TRUE,1852.394529,166.2737115,0.611699952,0.031221549,1893.155108,169.9324422,0.605317112,0.031909026,155.7490492,,,151.2435091,,9138,172.9187616,,1.143313605
124,OEM_14,Model_2,Pure ICE,gasoline,12220,suv/crossover,automatic,171.511,4,1984,1,1595,1.849,1.585,255/40r20,7,,,,,,5000,FALSE,FALSE,FALSE,TRUE,1915.268613,133.4003741,0.530359618,0.039982473,1956.297707,136.2580916,0.52218572,0.040862859,161.2566701,,,184.1599345,,8723,220.6990492,,1.198409686
